accessibility,population_acc1km_percentage_young,population_acc1km_percentage_female,population_acc1km_percentage_child,population_acc1km_percentage_middle,population_acc1km_percentage_elder,population_acc1km_percentage_male,population_acc1km_percentage,population_acc1km_percentage_BuiltUp,population_acc1km_percentage_Other
369.33,26.07,33.75,15.22,11.69,14.43,33.67,67.42,67.42,0.0
369.34,12.33,16.63,7.45,6.06,7.51,16.72,33.35,33.35,0.0
369.39,12.77,23.86,10.12,8.72,14.14,21.89,45.76,45.76,0.0
369.44,0.2,14.2,0.08,1.02,21.1,8.19,22.39,22.39,0.0
369.49,0.39,0.52,0.24,0.19,0.23,0.53,1.05,1.05,0.0
369.5,15.99,22.31,10.87,8.39,8.32,21.26,43.57,43.57,0.0
369.51,0.8,1.44,0.67,0.56,0.86,1.44,2.88,2.88,0.0
369.52,18.35,20.76,12.27,6.58,4.56,21.0,41.76,41.76,0.0
369.53,15.21,20.93,10.22,7.91,8.99,21.4,42.33,42.33,0.0
369.55,14.79,18.92,9.07,7.44,7.69,20.06,38.98,38.98,0.0
369.56,10.43,12.53,6.69,4.11,3.92,12.63,25.16,25.16,0.0
369.62,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
369.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369.68,12.11,20.59,6.73,8.32,11.36,17.93,38.52,38.52,0.0
369.75,17.88,21.47,10.88,7.95,7.97,23.2,44.67,44.67,0.0
369.83,16.14,21.49,9.68,7.82,9.52,21.67,43.16,43.16,0.0
369.86,0.13,0.3,0.12,0.12,0.23,0.29,0.59,0.59,0.0
369.92,0.74,1.36,0.42,0.54,1.14,1.47,2.84,2.84,0.0
369.94,10.26,18.96,9.83,7.85,9.68,18.67,37.62,37.62,0.0
369.98,17.1,28.64,13.55,11.12,14.72,27.85,56.49,56.49,0.0
370.02,6.39,9.45,4.6,3.62,4.07,9.23,18.68,18.68,0.0
370.03,8.17,10.91,5.28,4.05,4.86,11.45,22.36,22.36,0.0
370.04,18.15,26.01,7.39,11.11,16.49,27.13,53.14,53.14,0.0
370.05,9.11,12.13,5.74,4.58,4.91,12.22,24.34,24.34,0.0
370.07,0.02,0.03,0.01,0.01,0.01,0.03,0.06,0.06,0.0
370.11,13.32,20.46,9.08,6.94,10.91,19.79,40.25,40.25,0.0
370.14,12.19,20.44,10.91,9.08,8.59,20.33,40.77,40.69,0.09
370.21,0.04,0.06,0.03,0.02,0.03,0.06,0.12,0.0,0.12
370.22,15.58,22.09,11.28,7.05,9.19,21.0,43.09,43.09,0.0
370.24,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
370.26,5.37,10.03,4.25,3.66,5.94,9.2,19.22,19.22,0.0
370.29,2.31,4.26,1.32,1.68,3.55,4.6,8.86,8.86,0.0
370.32,6.76,9.69,2.75,4.14,6.14,10.11,19.8,19.8,0.0
370.35,28.9,37.97,16.44,13.79,15.36,36.52,74.49,74.49,0.0
370.36,21.79,22.21,13.34,7.21,5.13,25.27,47.48,47.47,0.0
370.39,13.74,18.28,8.65,6.91,7.4,18.42,36.7,36.7,0.0
370.41,17.3,24.79,7.05,10.59,15.71,25.86,50.66,50.66,0.0
370.44,5.87,7.05,3.74,2.24,2.55,7.34,14.4,14.4,0.0
370.48,3.64,9.22,3.24,2.9,7.05,7.62,16.84,16.84,0.0
370.49,2.39,4.8,2.27,2.05,3.27,5.17,9.98,9.98,0.0
370.51,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
370.52,6.74,8.76,5.45,2.97,2.55,8.96,17.72,17.72,0.0
370.54,17.33,22.86,12.31,6.77,7.51,21.06,43.92,43.92,0.0
370.56,10.79,18.0,6.83,6.69,11.25,17.55,35.55,35.55,0.0
370.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370.58,10.27,14.71,4.18,6.28,9.32,15.35,30.06,30.06,0.0
370.6,0.04,0.08,0.02,0.03,0.07,0.09,0.17,0.17,0.0
370.61,6.75,9.75,4.61,3.82,4.22,9.66,19.41,19.41,0.0
370.63,11.3,15.29,8.01,5.47,6.23,15.72,31.01,31.01,0.0
370.66,47.62,63.05,31.48,22.76,24.03,62.84,125.89,125.89,0.0
370.67,0.2,0.28,0.24,0.11,0.06,0.33,0.61,0.61,0.0
370.7,6.68,8.94,3.98,3.65,4.27,9.63,18.57,18.57,0.0
370.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370.79,10.68,19.37,8.1,6.64,12.19,18.25,37.62,37.62,0.0
370.82,14.01,22.97,11.1,9.38,10.59,22.11,45.09,45.09,0.0
370.83,10.79,12.95,7.88,4.36,3.52,13.61,26.56,26.56,0.0
370.86,2.95,4.99,2.09,1.57,3.01,4.63,9.62,9.62,0.0
370.9,1.8,2.09,0.89,0.66,0.73,2.0,4.09,4.09,0.0
370.94,13.4,16.09,9.8,5.42,4.38,16.91,33.0,33.0,0.0
370.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371.05,4.49,5.51,2.63,1.71,2.19,5.51,11.02,11.02,0.0
371.07,15.14,23.47,11.66,10.45,10.22,24.0,47.47,47.47,0.0
371.12,5.23,6.63,4.15,2.32,2.11,7.18,13.81,13.81,0.0
371.17,6.0,16.03,4.85,6.5,15.13,16.45,32.48,32.48,0.0
371.18,0.23,0.31,0.17,0.11,0.12,0.32,0.62,0.0,0.62
371.23,10.03,18.73,7.94,6.84,11.1,17.19,35.92,35.92,0.0
371.25,0.19,0.33,0.14,0.13,0.19,0.32,0.65,0.65,0.0
371.27,0.45,1.04,0.39,0.38,0.8,0.98,2.02,2.01,0.01
371.28,0.03,0.05,0.02,0.02,0.04,0.06,0.11,0.11,0.0
371.33,9.04,14.19,6.08,4.8,7.59,13.32,27.51,27.51,0.0
371.34,8.13,10.31,6.45,3.62,3.28,11.17,21.48,21.48,0.0
371.35,4.58,8.18,3.15,2.64,5.04,7.23,15.41,15.41,0.0
371.39,0.35,0.48,0.21,0.2,0.25,0.53,1.01,1.01,0.0
371.43,5.69,6.46,3.39,1.97,1.78,6.38,12.84,12.84,0.0
371.46,0.09,0.08,0.05,0.01,0.01,0.08,0.16,0.0,0.16
371.51,13.66,16.75,6.27,6.08,8.0,17.26,34.01,34.01,0.0
371.52,13.31,15.98,8.54,5.25,5.01,16.12,32.1,32.1,0.0
371.57,1.15,2.13,0.95,0.87,1.31,2.16,4.29,4.29,0.0
371.58,7.55,9.57,5.99,3.36,3.04,10.37,19.94,19.94,0.0
371.59,4.64,8.09,3.34,2.91,5.07,7.87,15.96,15.96,0.0
371.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371.67,11.05,14.9,6.67,5.43,6.73,14.98,29.89,29.89,0.0
371.68,2.25,3.93,1.74,1.52,2.36,3.93,7.86,7.86,0.0
371.7,15.48,20.17,10.95,7.01,6.75,20.02,40.19,40.19,0.0
371.72,5.51,9.95,4.6,3.89,5.92,9.98,19.93,19.93,0.0
371.73,1.04,1.48,0.64,0.52,0.78,1.51,2.99,2.99,0.0
371.76,13.27,18.43,9.05,6.54,7.43,17.86,36.29,36.29,0.0
371.82,3.4,6.83,3.22,2.91,4.66,7.36,14.19,14.19,0.0
371.83,18.47,23.3,11.98,9.78,7.01,23.93,47.23,47.23,0.0
371.84,8.4,13.18,5.65,4.45,7.05,12.37,25.55,25.55,0.0
371.86,14.78,18.93,8.28,7.1,7.8,19.03,37.96,37.96,0.0
371.92,23.18,25.72,14.55,7.7,6.24,25.94,51.66,51.66,0.0
371.96,20.47,27.39,12.5,9.92,12.11,27.62,55.01,55.01,0.0
372.01,6.13,9.16,3.64,3.23,4.8,8.63,17.79,17.79,0.0
372.05,10.0,17.96,7.36,7.87,10.2,17.46,35.42,35.42,0.0
372.1,10.35,13.5,7.22,5.25,4.48,13.8,27.3,27.3,0.0
372.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372.18,7.36,9.79,4.63,3.7,3.97,9.87,19.66,19.66,0.0
372.19,12.29,18.37,7.3,6.47,9.63,17.31,35.68,35.68,0.0
372.25,2.83,6.66,3.41,3.39,3.94,6.92,13.58,13.58,0.0
372.27,19.94,23.94,12.79,7.86,7.5,24.15,48.09,48.09,0.0
372.29,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.02,0.0
372.3,8.36,12.82,5.92,4.83,6.16,12.45,25.27,25.27,0.0
372.32,2.99,4.49,1.98,1.67,2.4,4.55,9.04,9.04,0.0
372.33,0.19,0.25,0.1,0.08,0.11,0.24,0.49,0.49,0.0
372.38,1.35,3.12,1.17,1.14,2.4,2.95,6.07,6.07,0.0
372.39,4.0,4.08,2.45,1.32,0.94,4.64,8.72,8.72,0.0
372.41,5.14,13.0,4.57,4.1,9.94,10.74,23.74,23.74,0.0
372.43,13.16,20.74,8.69,7.74,10.99,19.85,40.58,40.58,0.0
372.46,9.05,13.46,6.62,4.43,6.31,12.95,26.41,26.41,0.0
372.48,12.83,16.2,8.8,5.5,6.55,17.47,33.67,33.67,0.0
372.49,11.68,15.22,8.26,5.29,5.1,15.11,30.32,30.32,0.0
372.52,1.43,3.31,1.24,1.2,2.55,3.12,6.43,6.43,0.0
372.53,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
372.54,8.1,11.12,5.74,3.78,4.62,11.12,22.24,22.24,0.0
372.58,0.07,0.06,0.04,0.01,0.01,0.07,0.13,0.13,0.0
372.59,17.3,18.76,6.84,5.69,8.31,19.39,38.15,38.15,0.0
372.66,1.73,2.91,1.3,1.07,1.59,2.78,5.69,5.69,0.0
372.7,4.37,6.78,3.11,2.6,3.54,6.82,13.61,13.61,0.0
372.71,14.34,17.57,6.58,6.38,8.39,18.11,35.68,35.68,0.0
372.72,13.51,16.4,8.11,5.82,5.72,16.76,33.17,33.17,0.0
372.73,5.08,12.25,5.3,4.83,9.12,12.08,24.33,24.33,0.0
372.74,16.53,20.31,9.68,6.31,8.07,20.29,40.6,40.6,0.0
372.75,11.98,23.57,8.97,8.56,15.67,21.62,45.18,45.16,0.02
372.77,6.78,8.33,4.32,3.02,2.4,8.19,0.07,0.07,0.0
372.78,0.0,0.0,0.0,0.0,0.0,0.0,16.45,16.45,0.0
372.83,1.91,2.52,1.36,0.75,0.83,2.32,4.84,4.84,0.0
372.84,1.25,2.09,1.12,0.93,0.88,2.08,4.17,4.17,0.0
372.85,0.61,0.8,0.43,0.24,0.26,0.74,1.54,1.54,0.0
372.87,11.93,17.39,9.52,7.92,5.61,17.59,34.98,34.98,0.0
372.94,1.57,1.91,1.1,0.63,0.55,1.95,3.86,3.86,0.0
372.97,75.28,67.67,37.97,9.29,6.6,61.47,129.14,129.14,0.0
372.99,13.02,22.81,9.39,9.38,12.95,21.93,44.74,44.74,0.0
373.06,18.23,21.58,11.59,7.44,6.39,22.08,43.66,43.66,0.0
373.08,9.69,12.63,6.86,4.39,4.23,12.54,25.17,25.17,0.0
373.12,9.8,13.3,6.84,5.47,5.26,14.06,27.36,27.36,0.0
373.14,4.56,4.47,2.24,1.16,0.88,4.36,8.83,8.83,0.0
373.15,2.65,4.95,2.1,1.81,2.93,4.54,9.49,9.49,0.0
373.19,24.91,36.46,16.49,14.44,15.69,35.07,71.53,71.53,0.0
373.21,17.9,21.18,11.38,7.31,6.27,21.68,42.86,42.86,0.0
373.22,1.03,2.42,1.09,0.92,1.68,2.31,4.73,4.73,0.0
373.23,5.64,9.45,5.05,4.2,3.97,9.4,18.85,18.85,0.0
373.25,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
373.26,6.01,6.82,3.58,2.08,1.88,6.74,13.56,13.56,0.0
373.34,9.82,11.89,5.38,3.59,4.63,11.53,23.41,23.41,0.0
373.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373.42,5.33,8.14,3.92,3.57,3.7,8.38,16.52,16.52,0.0
373.43,6.93,11.62,6.2,5.16,4.88,11.56,23.18,23.18,0.0
373.45,13.28,16.76,8.91,6.24,6.12,17.79,34.55,34.55,0.0
373.46,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
373.47,10.05,13.64,7.02,5.61,5.39,14.42,28.07,28.07,0.0
373.52,4.07,5.45,2.43,2.22,2.6,5.87,11.31,11.31,0.0
373.53,16.94,23.39,11.67,9.19,9.18,23.59,46.98,46.98,0.0
373.55,39.03,42.06,15.01,16.82,13.67,42.48,84.53,84.53,0.0
373.56,8.87,12.24,5.21,4.77,5.97,12.58,24.82,24.82,0.0
373.6,7.85,12.28,6.21,5.52,5.21,12.51,24.78,24.78,0.0
373.63,6.44,8.72,4.57,3.12,3.55,8.96,17.67,17.67,0.0
373.66,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
373.67,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
373.71,7.0,9.35,4.53,3.47,4.17,9.82,19.16,19.16,0.0
373.74,22.49,29.7,13.12,9.44,13.48,28.83,58.53,58.53,0.0
373.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373.8,4.17,4.73,2.49,1.44,1.31,4.68,9.41,9.41,0.0
373.82,0.05,0.06,0.04,0.02,0.01,0.06,0.13,0.13,0.0
373.84,0.78,1.21,0.61,0.55,0.51,1.24,2.45,2.45,0.0
373.86,12.14,16.3,7.0,5.76,6.49,15.09,31.39,31.39,0.0
373.9,4.37,5.6,2.45,2.1,2.31,5.62,11.22,11.22,0.0
373.92,12.27,13.92,7.32,4.24,3.85,13.75,27.67,27.67,0.0
373.93,30.0,41.16,21.16,16.62,16.44,43.06,84.22,84.22,0.0
373.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373.97,0.03,0.05,0.02,0.02,0.03,0.05,0.1,0.1,0.0
374.0,25.7,30.81,18.08,9.82,8.24,31.04,61.85,61.85,0.0
374.05,5.47,14.62,4.42,5.93,13.8,15.01,29.63,29.63,0.0
374.07,38.37,51.91,31.01,17.6,16.8,51.88,103.79,103.79,0.0
374.1,9.57,15.96,6.05,5.93,9.97,15.56,31.52,31.52,0.0
374.12,7.47,9.73,5.28,3.38,3.26,9.66,19.39,19.39,0.0
374.17,8.34,10.02,5.32,3.18,3.63,10.44,20.46,20.46,0.0
374.19,5.6,7.55,3.38,2.75,3.41,7.59,15.14,15.14,0.0
374.22,13.62,19.69,9.1,7.74,9.05,19.84,39.53,39.53,0.0
374.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374.3,8.3,11.42,5.57,4.31,4.91,11.68,23.09,23.09,0.0
374.32,22.82,30.1,16.21,8.91,9.89,27.73,57.82,57.82,0.0
374.33,8.77,14.04,6.66,5.24,7.42,14.05,28.09,28.09,0.0
374.34,2.06,4.74,1.78,1.73,3.65,4.48,9.22,9.22,0.0
374.37,6.91,13.29,4.97,4.57,8.73,11.88,25.17,25.17,0.0
374.38,6.89,14.9,6.63,6.01,10.06,14.69,29.59,29.59,0.0
374.41,0.16,0.24,0.12,0.09,0.1,0.23,0.47,0.47,0.0
374.42,24.14,28.81,15.56,9.59,8.83,29.31,58.12,58.12,0.0
374.47,6.84,16.7,3.87,5.03,16.33,15.36,32.07,32.07,0.0
374.51,22.75,27.4,10.6,8.63,13.01,27.59,54.99,54.99,0.0
374.52,10.07,13.19,6.11,4.99,5.72,13.68,26.88,26.88,0.0
374.57,8.22,14.68,5.65,4.73,9.03,12.96,27.64,27.64,0.0
374.6,1.56,1.92,0.99,0.69,0.55,1.88,3.8,3.8,0.0
374.62,4.9,9.72,4.94,3.83,5.57,9.51,19.23,19.23,0.0
374.63,20.74,26.58,15.23,8.79,7.88,26.05,52.63,52.63,0.0
374.69,3.62,8.56,3.42,3.47,6.53,8.47,17.03,17.03,0.0
374.7,2.67,4.82,2.23,1.88,2.87,4.84,9.66,9.66,0.0
374.77,0.3,0.36,0.18,0.1,0.11,0.33,0.69,0.0,0.69
374.79,12.25,16.52,7.4,6.03,7.46,16.62,33.14,33.14,0.0
374.8,8.64,17.24,7.24,5.95,11.11,15.71,32.94,32.94,0.0
374.85,12.38,17.59,8.46,5.96,7.81,17.02,34.61,34.61,0.0
374.88,13.32,17.05,8.17,6.7,6.93,18.07,35.12,35.12,0.0
374.89,5.01,11.93,3.01,3.63,11.36,11.08,23.01,23.01,0.0
374.91,8.8,14.96,4.89,6.05,8.25,13.03,27.99,27.99,0.0
374.92,1.0,1.26,0.65,0.53,0.38,1.3,2.56,2.56,0.0
374.93,21.91,27.63,15.88,9.84,8.82,28.83,56.45,56.45,0.0
374.94,0.08,0.11,0.05,0.04,0.05,0.11,0.23,0.23,0.0
374.99,2.16,2.98,1.49,1.16,1.16,3.0,5.97,0.0,5.97
375.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375.03,1.94,1.66,0.74,0.54,0.34,1.9,3.56,3.56,0.0
375.05,11.25,14.66,7.96,5.1,4.91,14.56,29.22,29.22,0.0
375.06,0.46,1.07,0.4,0.39,0.82,1.01,2.07,2.07,0.0
375.07,0.14,0.16,0.11,0.05,0.04,0.16,0.33,0.33,0.0
375.1,7.13,8.48,3.82,2.81,3.36,8.64,17.12,17.12,0.0
375.11,23.23,28.29,16.3,9.39,8.18,28.81,57.1,57.1,0.0
375.16,12.68,23.37,10.37,8.61,14.53,22.83,46.2,46.2,0.0
375.23,12.81,17.19,8.64,5.78,7.32,17.37,34.55,34.55,0.0
375.29,4.05,10.24,3.6,3.23,7.83,8.46,18.7,18.7,0.0
375.3,13.59,18.33,8.21,6.68,8.28,18.43,36.76,36.76,0.0
375.34,12.09,16.09,7.25,5.86,7.13,16.23,32.33,32.33,0.0
375.36,26.9,28.99,10.35,11.6,9.42,29.28,58.27,58.27,0.0
375.38,7.9,9.77,4.26,3.3,3.84,9.53,19.3,19.3,0.0
375.4,35.94,43.84,24.41,15.1,12.78,44.38,88.23,88.19,0.03
375.45,3.51,5.66,2.21,1.89,3.53,5.49,11.14,11.14,0.0
375.46,12.04,20.08,7.62,7.46,12.55,19.58,39.66,39.66,0.0
375.51,12.98,17.4,8.75,5.85,7.41,17.58,34.99,34.99,0.0
375.53,19.49,23.4,12.5,7.68,7.33,23.6,47.0,47.0,0.0
375.58,15.98,24.41,11.4,9.73,10.44,23.14,47.55,47.55,0.0
375.6,19.52,24.63,12.66,10.34,7.41,25.3,49.93,49.93,0.0
375.66,8.84,14.21,7.06,6.07,6.6,14.37,28.58,28.58,0.0
375.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375.77,6.84,11.95,5.28,4.61,7.17,11.95,23.9,23.9,0.0
375.82,0.81,1.41,0.58,0.51,0.88,1.37,2.77,2.77,0.0
375.84,5.67,8.83,4.16,3.65,4.32,8.98,17.81,17.81,0.0
375.87,3.34,4.85,2.3,1.91,2.1,4.81,9.66,9.66,0.0
375.9,12.86,17.16,9.44,6.01,6.51,17.66,34.83,34.83,0.0
375.92,1.3,1.89,1.03,0.86,0.61,1.91,3.8,3.8,0.0
376.02,22.47,29.93,16.68,9.95,8.45,27.63,57.55,57.55,0.0
376.03,4.49,5.85,3.13,2.28,1.94,5.98,11.84,11.84,0.0
376.04,4.28,7.22,3.36,3.1,3.76,7.29,14.51,14.51,0.0
376.05,8.35,13.78,5.85,5.11,8.43,13.95,27.74,27.74,0.0
376.11,0.03,0.05,0.02,0.01,0.02,0.04,0.09,0.0,0.09
376.12,5.04,7.15,3.86,2.81,2.73,7.29,14.44,1.07,13.37
376.13,5.97,8.08,4.23,2.89,3.29,8.3,16.38,16.38,0.0
376.18,0.46,0.55,0.35,0.16,0.12,0.55,1.1,1.1,0.0
376.19,18.79,23.72,12.62,8.83,8.66,25.17,48.89,48.89,0.0
376.21,9.65,12.84,6.08,4.85,5.2,12.94,25.78,25.78,0.0
376.28,10.17,17.04,9.1,7.57,7.16,16.95,34.0,34.0,0.0
376.32,10.87,11.79,4.3,3.58,5.22,12.19,23.98,23.98,0.0
376.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376.35,0.22,0.4,0.12,0.16,0.33,0.43,0.83,0.83,0.0
376.37,2.9,4.3,1.99,1.63,2.03,4.25,8.55,8.55,0.0
376.42,1.47,1.19,0.87,0.11,0.1,1.36,2.55,2.55,0.0
376.44,8.27,11.89,5.17,4.44,5.76,11.75,23.64,23.64,0.0
376.45,25.89,29.29,17.31,9.28,6.44,29.63,58.92,58.92,0.0
376.48,15.74,20.16,8.81,7.56,8.31,20.25,40.41,40.41,0.0
376.49,9.8,16.34,6.2,6.07,10.21,15.93,32.28,32.28,0.0
376.5,7.58,10.55,4.62,3.72,5.42,10.78,21.33,21.33,0.0
376.54,4.83,6.28,3.91,2.13,1.83,6.42,12.7,12.7,0.0
376.55,27.84,34.19,19.53,11.43,10.13,34.75,68.94,68.94,0.0
376.56,7.67,12.94,6.04,4.8,6.74,12.31,25.25,25.25,0.0
376.58,5.02,6.79,3.56,2.43,2.76,6.98,13.77,13.77,0.0
376.59,1.12,2.07,0.93,0.85,1.28,2.1,4.17,4.17,0.0
376.65,9.41,12.89,6.68,4.37,5.32,12.9,25.79,25.79,0.0
376.67,1.35,2.49,0.89,1.03,1.7,2.47,4.97,4.97,0.0
376.71,0.08,0.1,0.05,0.04,0.03,0.1,0.2,0.2,0.0
376.72,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
376.76,6.51,10.1,4.63,3.87,5.27,10.17,20.27,20.27,0.0
376.77,12.52,16.02,7.67,6.3,6.51,16.98,33.0,33.0,0.0
376.78,0.05,0.07,0.03,0.02,0.03,0.06,0.13,0.13,0.0
376.79,9.62,14.23,6.93,5.45,6.13,13.89,28.13,28.13,0.0
376.83,1.24,1.93,0.98,0.87,0.82,1.97,3.9,3.9,0.0
376.85,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
376.91,12.79,22.87,11.25,9.04,11.87,22.09,44.96,44.96,0.0
376.93,0.02,0.03,0.01,0.01,0.01,0.03,0.06,0.06,0.0
376.96,23.03,33.91,16.49,11.79,15.92,33.33,67.24,67.24,0.0
377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
377.06,7.39,9.48,4.49,3.42,4.06,9.88,19.36,19.36,0.0
377.07,6.94,11.63,6.21,5.17,4.89,11.57,23.2,23.2,0.0
377.08,4.99,8.03,3.91,3.47,3.59,7.93,15.96,15.96,0.0
377.1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
377.12,31.37,39.99,20.42,14.28,14.36,40.44,80.44,80.44,0.0
377.16,20.55,27.44,13.29,10.18,12.23,28.82,56.26,56.26,0.0
377.17,13.74,22.09,10.75,9.55,9.88,21.83,43.92,43.92,0.0
377.2,8.79,14.08,5.83,5.03,8.45,14.02,28.1,28.1,0.0
377.29,0.02,0.03,0.02,0.01,0.02,0.03,0.07,0.07,0.0
377.32,1.96,3.5,1.35,1.13,2.15,3.09,6.59,6.59,0.0
377.36,17.99,25.23,11.86,7.59,11.04,23.25,48.48,48.48,0.0
377.39,16.49,23.15,11.08,8.85,9.76,23.03,46.18,46.18,0.0
377.4,0.1,0.13,0.07,0.04,0.05,0.13,0.25,0.25,0.0
377.42,10.35,18.64,9.31,8.12,8.89,18.03,36.66,36.66,0.0
377.48,12.66,18.92,7.52,6.67,9.91,17.83,36.75,36.75,0.0
377.49,0.11,0.25,0.08,0.1,0.2,0.24,0.49,0.49,0.0
377.55,0.05,0.08,0.04,0.04,0.03,0.08,0.16,0.16,0.0
377.57,5.43,9.96,4.29,3.5,6.07,9.32,19.28,19.28,0.0
377.6,0.09,0.14,0.06,0.05,0.06,0.13,0.26,0.26,0.0
377.61,0.44,0.76,0.31,0.27,0.48,0.74,1.5,1.5,0.0
377.68,8.25,15.69,7.93,6.22,8.25,14.96,30.65,30.65,0.0
377.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377.73,14.64,18.73,9.37,6.95,6.99,19.22,37.96,37.96,0.0
377.74,1.26,1.95,0.89,0.77,0.92,1.89,3.84,3.84,0.0
377.75,18.52,22.32,8.29,7.27,11.28,23.04,45.36,45.36,0.0
377.76,0.89,1.52,0.5,0.61,0.84,1.32,2.84,2.84,0.0
377.8,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
377.82,1.81,3.34,1.49,1.36,2.06,3.38,6.72,6.72,0.0
377.84,14.28,21.82,8.33,9.57,11.56,21.93,43.75,43.75,0.0
377.88,5.21,8.59,3.65,3.19,5.25,8.7,17.29,17.29,0.0
377.9,0.48,0.67,0.29,0.27,0.35,0.73,1.4,1.4,0.0
377.91,9.85,14.24,6.74,5.58,6.16,14.11,28.34,28.34,0.0
377.95,9.91,13.61,7.02,4.62,5.65,13.6,27.21,27.21,0.0
377.97,0.27,0.4,0.19,0.15,0.17,0.39,0.78,0.78,0.0
378.01,22.98,28.54,17.54,8.99,7.25,28.22,56.76,56.76,0.0
378.05,3.55,6.42,2.88,2.21,3.78,6.0,12.43,12.43,0.0
378.07,16.0,19.61,7.34,7.12,9.37,20.21,39.82,39.82,0.0
378.08,7.13,12.73,4.9,4.11,7.84,11.24,23.97,0.0,23.97
378.1,3.77,7.88,3.32,3.14,5.26,7.61,15.49,15.49,0.0
378.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378.12,2.62,4.74,2.16,1.75,2.61,4.41,9.14,9.14,0.0
378.14,4.82,6.45,2.87,2.63,3.08,6.95,13.4,13.4,0.0
378.16,0.09,0.13,0.11,0.05,0.03,0.15,0.28,0.28,0.0
378.2,11.15,13.69,6.53,4.26,5.45,13.69,27.38,27.38,0.0
378.21,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01
378.22,0.1,0.18,0.08,0.08,0.11,0.19,0.37,0.37,0.0
378.24,4.25,7.31,3.08,2.95,3.99,6.96,14.27,14.27,0.0
378.27,3.08,3.7,1.98,1.21,1.16,3.73,7.43,7.43,0.0
378.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378.31,0.13,0.16,0.09,0.05,0.05,0.16,0.32,0.32,0.0
378.32,12.01,14.44,7.66,4.58,5.22,15.04,29.48,29.48,0.0
378.34,23.07,31.85,15.89,12.52,12.5,32.12,63.97,63.97,0.0
378.37,0.05,0.07,0.06,0.03,0.01,0.08,0.15,0.15,0.0
378.42,14.45,23.32,9.1,7.81,14.57,22.61,45.93,45.93,0.0
378.43,12.72,21.7,10.39,8.81,11.16,21.37,43.08,43.08,0.0
378.45,8.51,12.29,5.82,4.82,5.32,12.18,24.47,24.47,0.0
378.48,10.19,13.66,6.87,4.6,5.82,13.81,27.47,27.47,0.0
378.5,8.71,10.99,5.85,4.09,4.01,11.67,22.66,22.66,0.0
378.52,0.65,0.84,0.37,0.31,0.35,0.84,1.68,1.68,0.0
378.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378.54,3.12,6.22,2.61,2.14,4.01,5.66,11.88,11.88,0.0
378.55,4.2,7.59,3.41,2.61,4.47,7.1,14.69,14.69,0.0
378.56,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
378.57,0.21,0.29,0.24,0.12,0.06,0.34,0.63,0.63,0.0
378.58,0.2,0.28,0.23,0.11,0.06,0.32,0.6,0.6,0.0
378.61,2.12,4.26,2.01,1.82,2.91,4.59,8.86,8.86,0.0
378.68,10.85,14.63,6.55,5.34,6.61,14.71,29.34,29.34,0.0
378.71,0.48,0.8,0.43,0.35,0.34,0.79,1.59,1.59,0.0
