accessibility,population_acc1km_percentage_young,population_acc1km_percentage_female,population_acc1km_percentage_child,population_acc1km_percentage_middle,population_acc1km_percentage_elder,population_acc1km_percentage_male,population_acc1km_percentage,population_acc1km_percentage_BuiltUp,population_acc1km_percentage_Other
360.01,0.11,0.15,0.08,0.05,0.05,0.15,0.3,0.3,0.0
360.02,11.76,19.99,6.53,8.08,11.03,17.41,37.4,37.4,0.0
360.03,22.18,25.09,14.83,7.95,5.51,25.38,50.47,50.47,0.0
360.05,16.0,21.29,10.07,8.04,8.62,21.45,42.74,42.74,0.0
360.07,4.37,8.68,4.41,3.42,4.97,8.48,17.16,17.16,0.0
360.08,22.26,26.33,14.15,9.08,7.79,26.95,53.28,53.28,0.0
360.11,0.03,0.04,0.02,0.01,0.01,0.04,0.08,0.08,0.0
360.12,10.19,15.15,7.45,4.99,7.1,14.58,29.73,29.73,0.0
360.15,1.25,1.85,0.82,0.74,0.75,1.7,3.55,3.55,0.0
360.17,37.4,44.91,21.03,15.83,16.74,46.09,91.0,91.0,0.0
360.2,0.02,0.03,0.01,0.01,0.01,0.03,0.06,0.06,0.0
360.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360.35,7.34,9.83,4.85,3.94,3.94,10.25,20.08,20.08,0.0
360.36,45.38,58.07,19.25,23.22,29.52,59.3,117.36,117.36,0.0
360.39,6.09,10.66,4.68,3.85,5.92,9.89,20.55,20.55,0.0
360.4,20.21,26.88,12.72,10.16,10.89,27.08,53.97,53.97,0.0
360.42,10.14,15.49,5.91,6.8,8.21,15.57,31.06,31.06,0.0
360.43,13.67,16.89,8.09,5.86,6.05,16.79,33.67,33.67,0.0
360.45,1.45,2.47,1.02,0.96,1.42,2.38,4.85,4.85,0.0
360.46,3.19,4.95,2.27,1.89,2.58,4.98,9.93,9.93,0.0
360.51,27.43,34.48,19.63,12.53,11.01,36.12,70.61,70.61,0.0
360.52,12.5,17.95,8.45,6.02,7.88,16.9,34.85,34.85,0.0
360.54,5.19,8.34,4.06,3.61,3.73,8.25,16.59,16.59,0.0
360.56,9.06,16.4,7.07,6.84,9.93,16.51,32.91,32.91,0.0
360.57,12.52,23.4,9.92,8.55,13.87,21.46,44.86,44.86,0.0
360.59,12.27,18.25,8.97,6.01,8.55,17.55,35.8,35.8,0.0
360.67,17.98,18.62,9.3,5.79,4.97,19.42,38.04,38.04,0.0
360.68,36.85,45.67,27.76,16.4,13.47,48.81,94.48,94.48,0.0
360.75,0.4,0.34,0.15,0.11,0.07,0.4,0.74,0.74,0.0
360.78,13.29,18.66,8.93,7.14,7.87,18.57,37.23,37.23,0.0
360.8,0.38,0.92,0.21,0.28,0.9,0.85,1.77,1.77,0.0
360.92,13.54,19.49,8.47,7.28,9.44,19.25,38.73,38.73,0.0
360.94,3.98,10.06,3.54,3.17,7.69,8.31,18.37,18.37,0.0
360.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360.97,0.02,0.03,0.01,0.01,0.01,0.02,0.05,0.05,0.0
361.02,4.33,7.91,3.4,2.8,4.8,7.42,15.33,15.33,0.0
361.03,19.3,26.97,11.08,8.72,13.91,26.04,53.01,53.01,0.0
361.05,0.44,0.81,0.36,0.31,0.5,0.8,1.61,1.61,0.0
361.08,8.21,14.34,6.33,5.53,8.61,14.35,28.69,28.69,0.0
361.09,0.28,0.68,0.16,0.21,0.67,0.63,1.31,1.31,0.0
361.11,6.4,8.97,4.25,3.46,3.9,9.03,18.01,18.01,0.0
361.15,17.83,28.45,12.42,10.08,15.25,27.13,55.58,55.58,0.0
361.16,14.04,19.51,9.57,6.93,7.86,18.9,38.41,38.41,0.0
361.18,19.66,22.3,11.72,6.79,6.16,22.04,44.34,44.34,0.0
361.19,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.02
361.2,10.46,14.86,6.72,5.26,7.2,14.77,29.63,29.63,0.0
361.24,14.57,20.49,10.54,6.12,7.89,18.62,39.11,34.25,4.86
361.26,13.75,18.29,8.65,6.91,7.41,18.42,36.71,36.71,0.0
361.27,0.55,0.8,0.38,0.3,0.36,0.78,1.58,1.58,0.0
361.28,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.0,0.03
361.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361.33,15.11,20.39,8.88,6.78,10.1,20.48,40.87,40.87,0.0
361.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361.37,1.29,1.8,0.83,0.73,0.91,1.97,3.77,3.77,0.0
361.39,0.01,0.02,0.01,0.01,0.01,0.02,0.03,0.03,0.0
361.48,0.74,0.89,0.4,0.27,0.35,0.87,1.76,1.76,0.0
361.49,6.33,9.06,4.26,3.05,3.98,8.55,17.61,17.61,0.0
361.5,7.66,9.3,4.6,3.3,3.24,9.5,18.8,18.8,0.0
361.57,14.99,20.12,8.64,7.11,8.01,18.63,38.74,38.74,0.0
361.6,12.78,19.2,8.75,7.19,10.0,19.53,38.73,38.73,0.0
361.63,13.86,19.86,5.64,8.48,12.59,20.72,40.57,40.57,0.0
361.66,1.13,1.58,0.69,0.64,0.83,1.71,3.29,3.29,0.0
361.7,6.85,11.43,4.34,4.25,7.14,11.14,22.58,22.58,0.0
361.71,7.01,12.67,5.68,4.36,7.46,11.84,24.52,24.52,0.0
361.73,15.54,20.69,9.32,7.53,9.17,20.87,41.56,41.56,0.0
361.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361.75,11.38,14.47,6.07,4.53,6.52,14.04,28.51,28.51,0.0
361.76,0.7,0.94,0.47,0.32,0.4,0.95,1.9,0.0,1.9
361.81,1.41,2.09,0.93,0.83,0.85,1.93,4.02,0.0,4.02
361.85,17.26,20.71,10.39,6.0,6.19,19.14,39.84,39.84,0.0
361.86,22.77,28.82,18.39,9.38,7.54,29.25,58.07,58.07,0.0
361.88,21.58,31.65,15.49,11.22,15.27,31.9,63.55,63.55,0.0
361.9,1.87,4.56,1.06,1.37,4.46,4.19,8.75,8.75,0.0
361.91,40.87,50.3,26.64,17.82,15.62,50.65,100.95,100.95,0.0
361.92,6.39,8.53,4.13,3.16,3.8,8.96,17.48,17.48,0.0
361.93,0.17,0.2,0.13,0.06,0.05,0.2,0.41,0.41,0.0
362.02,3.24,4.6,2.35,1.47,1.91,4.37,8.96,8.96,0.0
362.06,21.88,25.41,10.83,8.07,8.84,24.21,49.61,49.61,0.0
362.07,14.11,17.55,8.39,6.22,6.34,17.51,35.06,35.06,0.0
362.08,9.37,12.55,6.69,4.44,4.75,12.7,25.26,25.26,0.0
362.12,6.79,11.37,6.07,5.05,4.77,11.31,22.69,22.69,0.0
362.15,19.65,24.81,13.2,9.23,9.06,26.33,51.14,51.14,0.0
362.19,0.02,0.03,0.01,0.01,0.02,0.03,0.06,0.06,0.0
362.2,10.7,14.65,8.03,4.95,5.51,14.54,29.19,29.19,0.0
362.21,14.04,17.75,9.44,6.61,6.49,18.83,36.57,36.57,0.0
362.24,19.35,24.41,12.55,10.24,7.35,25.08,49.49,49.49,0.0
362.26,24.11,31.44,15.18,11.44,12.68,31.97,63.41,63.41,0.0
362.27,1.58,2.54,1.24,1.1,1.14,2.51,0.0,0.0,0.0
362.28,11.94,18.49,9.15,7.92,7.93,18.46,42.01,42.01,0.0
362.3,0.05,0.11,0.04,0.04,0.09,0.1,0.21,0.21,0.0
362.4,8.88,12.26,5.22,4.78,5.98,12.6,24.87,24.87,0.0
362.41,11.0,14.22,5.99,5.25,5.66,13.68,27.9,27.9,0.0
362.42,3.22,8.14,2.86,2.56,6.22,6.72,14.87,14.87,0.0
362.45,2.66,3.26,1.22,1.18,1.56,3.36,6.63,6.63,0.0
362.47,0.23,0.3,0.17,0.1,0.11,0.31,0.61,0.61,0.0
362.48,9.75,17.56,8.77,7.65,8.37,16.98,34.54,34.54,0.0
362.53,6.4,8.81,4.3,3.33,3.78,9.01,17.82,17.82,0.0
362.55,1.89,4.36,1.64,1.59,3.36,4.11,8.47,8.47,0.0
362.56,10.71,13.82,5.82,5.1,5.48,13.28,27.1,27.1,0.0
362.57,13.85,19.13,9.35,6.99,7.35,18.42,37.55,37.55,0.0
362.65,1.04,1.87,0.85,0.69,1.03,1.74,3.61,3.61,0.0
362.7,5.18,6.95,2.98,2.45,2.77,6.44,13.38,13.38,0.0
362.72,1.22,1.04,0.47,0.34,0.22,1.2,2.24,2.24,0.0
362.77,3.41,6.16,2.76,2.12,3.63,5.76,11.92,11.92,0.0
362.81,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
362.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362.87,0.03,0.04,0.02,0.01,0.02,0.04,0.07,0.07,0.0
362.88,12.64,19.05,9.03,7.96,8.09,18.68,37.73,28.89,8.84
362.91,29.63,41.04,19.34,14.62,18.8,41.35,82.39,82.39,0.0
362.94,2.2,4.42,2.08,1.88,3.01,4.76,9.17,0.0,9.17
362.95,22.46,28.49,11.94,9.47,12.67,28.05,56.54,56.54,0.0
362.98,3.03,6.98,2.62,2.54,5.38,6.6,13.58,13.58,0.0
363.0,8.15,13.6,5.16,5.05,8.49,13.25,26.85,26.85,0.0
363.1,19.85,30.13,15.17,11.96,13.48,30.34,60.46,60.46,0.0
363.11,7.31,9.23,4.74,3.87,2.78,9.48,18.71,18.71,0.0
363.12,0.02,0.03,0.01,0.01,0.02,0.03,0.06,0.06,0.0
363.13,40.87,46.27,27.35,14.66,10.2,46.81,93.08,93.08,0.0
363.15,2.76,3.72,1.66,1.35,1.68,3.74,7.45,0.0,7.45
363.16,3.59,5.12,2.53,1.99,2.35,5.35,10.47,10.47,0.0
363.18,1.14,1.67,0.78,0.62,0.75,1.63,3.29,3.29,0.0
363.25,1.16,2.14,0.67,0.85,1.79,2.32,4.46,4.46,0.0
363.26,18.19,28.16,11.25,11.46,13.83,26.56,54.72,54.72,0.0
363.28,11.92,12.93,4.72,3.92,5.73,13.36,26.29,26.29,0.0
363.29,4.22,5.4,2.98,1.57,1.78,5.15,10.55,10.55,0.0
363.3,1.85,2.56,1.28,1.01,1.0,2.58,5.14,5.14,0.0
363.32,3.07,4.04,2.26,1.34,1.46,4.08,8.12,8.12,0.0
363.33,0.37,0.69,0.21,0.27,0.57,0.74,1.43,1.43,0.0
363.35,4.72,8.05,3.34,3.14,4.61,7.76,15.81,15.81,0.0
363.37,27.25,33.18,19.11,11.01,9.59,33.78,66.96,66.96,0.0
363.43,0.27,0.33,0.12,0.12,0.16,0.34,0.67,0.67,0.0
363.44,18.43,23.26,11.96,9.76,7.0,23.89,47.15,47.15,0.0
363.45,7.93,9.63,4.76,3.42,3.36,9.84,19.47,19.47,0.0
363.46,0.05,0.06,0.03,0.02,0.02,0.05,0.11,0.11,0.0
363.48,25.01,29.05,12.38,9.22,10.1,27.68,56.72,56.72,0.0
363.53,3.9,7.27,3.09,2.8,4.56,7.09,14.36,14.36,0.0
363.56,11.55,12.52,4.57,3.8,5.55,12.94,25.46,25.46,0.0
363.58,0.06,0.14,0.05,0.05,0.11,0.13,0.26,0.0,0.26
363.59,9.28,14.41,6.6,5.52,7.52,14.5,28.91,28.91,0.0
363.68,17.89,24.62,12.02,9.3,10.58,25.18,49.79,49.79,0.0
363.7,1.71,3.45,1.63,1.47,2.35,3.72,7.16,7.16,0.0
363.72,11.62,16.68,7.85,5.59,7.32,15.71,32.38,32.38,0.0
363.73,61.37,75.82,36.87,19.11,26.72,68.25,144.07,144.07,0.0
363.74,2.57,4.3,2.3,1.91,1.81,4.28,8.58,8.58,0.0
363.81,17.49,26.32,10.65,9.56,14.72,26.1,52.42,52.42,0.0
363.85,19.15,22.66,12.18,7.82,6.71,23.19,45.85,45.85,0.0
363.89,10.26,14.04,7.69,4.74,5.28,13.93,27.97,27.97,0.0
363.91,21.17,22.95,8.37,6.97,10.17,23.73,46.68,46.68,0.0
363.93,24.78,32.17,20.04,10.92,9.36,32.93,65.1,65.1,0.0
363.94,14.71,24.18,11.75,9.69,12.38,24.35,48.53,48.53,0.0
363.96,17.05,22.45,12.56,7.44,8.11,22.71,45.16,45.16,0.0
364.02,7.22,10.93,5.02,3.57,5.3,10.17,21.1,21.1,0.0
364.04,6.5,8.25,5.15,2.89,2.63,8.93,17.17,17.17,0.0
364.07,12.54,16.04,7.69,6.31,6.52,17.01,33.05,33.05,0.0
364.11,1.73,3.2,1.4,1.23,1.97,3.14,6.34,6.34,0.0
364.12,12.72,15.6,5.84,5.66,7.45,16.07,31.67,31.67,0.0
364.16,13.22,18.25,9.1,7.17,7.16,18.4,36.65,36.65,0.0
364.18,20.72,24.88,13.3,8.16,7.79,25.09,49.97,49.97,0.0
364.19,8.25,11.39,4.84,4.44,5.56,11.7,23.09,23.09,0.0
364.22,6.81,12.58,3.91,4.97,10.48,13.59,26.17,26.17,0.0
364.27,9.24,12.72,6.21,4.81,5.47,13.01,25.73,25.73,0.0
364.28,20.17,51.56,13.24,13.15,46.65,41.64,93.2,93.2,0.0
364.3,30.58,33.93,19.19,10.16,8.23,34.23,68.16,68.16,0.0
364.34,15.21,19.2,10.21,7.14,7.01,20.38,39.58,39.58,0.0
364.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364.56,2.03,2.73,1.17,0.96,1.09,2.53,5.25,5.25,0.0
364.6,3.83,6.19,2.85,2.47,3.29,6.25,12.44,12.44,0.0
364.67,7.25,9.91,5.52,3.97,3.45,10.28,20.18,0.0,20.18
364.69,18.96,22.82,9.11,7.85,10.29,23.4,46.21,46.21,0.0
364.74,10.11,14.11,7.3,5.38,5.52,14.2,28.31,28.31,0.0
364.78,2.15,3.67,1.52,1.43,2.11,3.54,7.2,7.2,0.0
364.8,6.63,14.41,6.4,5.68,9.93,14.24,28.65,28.65,0.0
364.81,15.39,19.82,11.13,6.88,7.29,20.86,40.69,40.69,0.0
364.82,4.03,7.26,3.63,3.16,3.46,7.02,14.28,0.0,14.28
364.84,1.31,2.41,1.08,0.99,1.49,2.44,4.86,4.86,0.0
364.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364.87,31.5,38.71,24.62,13.39,10.53,41.32,80.04,80.04,0.0
364.96,35.37,45.31,25.18,16.5,14.96,46.7,92.01,92.01,0.0
364.97,0.02,0.05,0.01,0.02,0.04,0.05,0.09,0.09,0.0
364.98,16.31,20.57,10.58,8.63,6.19,21.13,41.7,41.7,0.0
365.0,5.55,14.84,4.49,6.02,14.01,15.23,30.07,30.07,0.0
365.01,11.91,15.23,8.4,4.44,5.01,14.53,29.76,29.76,0.0
365.03,20.89,22.65,8.26,6.88,10.04,23.42,46.07,46.07,0.0
365.04,0.01,0.01,0.0,0.0,0.01,0.01,0.02,0.02,0.0
365.05,16.17,20.87,8.79,7.7,8.27,20.06,40.93,40.93,0.0
365.08,9.16,14.72,7.31,6.29,6.84,14.88,29.6,29.6,0.0
365.09,6.01,8.14,4.27,2.91,3.31,8.37,16.51,16.51,0.0
365.11,10.54,13.58,7.63,4.71,4.99,14.29,27.87,27.87,0.0
365.19,0.23,0.34,0.17,0.13,0.15,0.34,0.68,0.68,0.0
365.23,12.13,40.44,9.86,9.27,40.08,30.9,71.34,71.34,0.0
365.29,0.04,0.05,0.03,0.02,0.02,0.05,0.1,0.1,0.0
365.32,25.53,28.88,17.07,9.15,6.35,29.22,58.09,58.09,0.0
365.35,22.25,31.43,14.23,12.66,14.12,31.84,63.27,63.27,0.0
365.38,2.93,4.74,2.18,1.9,2.52,4.79,9.53,9.53,0.0
365.44,8.67,14.54,7.76,6.46,6.11,14.46,29.0,29.0,0.0
365.46,8.44,11.33,5.69,3.81,4.82,11.44,22.77,22.77,0.0
365.47,22.54,30.39,14.43,10.9,12.8,30.28,60.66,60.66,0.0
365.53,17.92,26.22,12.72,9.51,12.37,26.3,52.52,52.52,0.0
365.58,5.58,8.14,4.45,3.71,2.64,8.23,16.38,0.08,16.29
365.61,20.59,32.21,16.29,14.47,13.66,32.8,65.01,65.01,0.0
365.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365.7,9.99,14.02,6.71,5.36,5.91,13.95,27.97,27.97,0.0
365.72,11.94,17.42,9.54,7.93,5.62,17.61,35.03,35.03,0.0
365.73,0.54,0.7,0.3,0.26,0.28,0.68,1.38,1.38,0.0
365.8,18.07,17.75,8.88,4.58,3.51,17.29,35.04,35.04,0.0
365.81,23.88,26.14,9.62,8.0,11.52,26.88,53.02,53.02,0.0
365.82,29.31,40.44,19.72,14.76,17.12,40.47,80.91,80.91,0.0
365.84,6.03,7.76,4.36,2.69,2.85,8.17,15.93,15.93,0.0
365.88,2.57,3.24,1.72,1.21,1.18,3.44,6.68,6.68,0.0
365.9,13.81,19.96,9.22,7.85,9.18,20.1,40.06,40.06,0.0
365.91,15.74,20.27,11.39,7.04,7.45,21.34,41.61,41.61,0.0
365.97,10.0,13.04,6.97,5.07,4.33,13.33,26.37,26.37,0.0
365.98,14.22,18.71,10.47,6.2,6.76,18.94,37.65,37.65,0.0
366.04,0.64,1.15,0.55,0.51,0.59,1.14,2.29,2.29,0.0
366.05,13.11,17.45,7.86,6.35,7.73,17.6,35.05,35.05,0.0
366.06,13.72,19.69,9.27,6.6,8.64,18.54,38.23,38.23,0.0
366.14,21.06,31.98,14.15,12.12,15.52,30.87,62.84,62.84,0.0
366.15,1.58,2.85,1.3,1.05,1.57,2.65,5.5,5.5,0.0
366.17,0.06,0.1,0.04,0.04,0.06,0.09,0.19,0.19,0.0
366.18,4.52,8.17,3.67,2.81,4.81,7.64,15.81,15.81,0.0
366.19,0.21,0.22,0.08,0.07,0.1,0.23,0.46,0.46,0.0
366.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366.22,82.05,73.62,41.45,9.95,6.98,66.8,140.42,140.42,0.0
366.25,13.3,16.15,7.98,5.73,5.63,16.5,32.65,32.65,0.0
366.26,15.28,18.24,11.79,5.5,4.16,18.49,36.73,36.73,0.0
366.27,2.58,3.57,1.52,1.39,1.74,3.67,7.23,0.0,7.23
366.28,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
366.31,5.28,12.73,5.51,5.02,9.47,12.55,25.28,25.28,0.0
366.32,34.45,37.13,13.25,14.85,12.07,37.5,74.62,74.62,0.0
366.35,35.56,43.3,24.94,14.37,12.52,44.09,87.38,87.38,0.0
366.37,17.84,23.81,13.1,8.34,9.04,24.51,48.32,48.32,0.0
366.46,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
366.47,7.68,13.85,6.31,5.12,7.64,12.89,26.75,26.75,0.0
366.49,2.67,4.94,2.21,2.02,3.04,5.0,9.94,9.94,0.0
366.54,28.21,29.34,13.87,9.02,8.11,29.87,59.21,59.21,0.0
366.56,5.31,6.7,3.57,2.49,2.45,7.11,13.81,13.81,0.0
366.58,12.41,18.96,8.85,7.56,8.11,17.98,36.93,36.93,0.0
366.63,15.89,20.49,9.34,7.25,8.26,20.24,40.74,40.74,0.0
366.64,0.04,0.06,0.03,0.03,0.03,0.06,0.12,0.12,0.0
366.65,3.18,4.97,2.52,2.23,2.11,5.07,10.04,10.04,0.0
366.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366.68,7.95,13.46,5.77,4.77,7.63,12.65,26.11,26.11,0.0
366.69,0.29,0.37,0.16,0.14,0.15,0.37,0.75,0.75,0.0
366.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366.73,23.98,28.95,12.08,8.69,11.52,27.33,56.28,56.28,0.0
366.74,31.88,36.06,21.32,11.42,7.93,36.49,72.55,72.55,0.0
366.78,6.33,7.59,4.45,2.42,2.03,7.65,15.24,15.24,0.0
366.8,10.23,13.47,7.54,4.46,4.87,13.63,27.09,27.09,0.0
366.81,33.78,41.94,21.0,14.8,15.02,42.66,84.6,84.6,0.0
366.82,2.97,9.19,2.07,3.03,8.99,7.87,17.06,17.06,0.0
366.83,6.4,10.68,4.88,4.24,5.77,10.61,21.29,21.29,0.0
366.84,64.57,57.94,32.62,7.83,5.49,52.57,110.52,110.52,0.0
366.87,36.65,52.87,22.36,21.16,24.04,51.34,104.22,104.22,0.0
366.89,12.52,14.39,8.41,4.59,3.42,14.55,28.94,28.94,0.0
366.91,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
366.93,0.4,0.41,0.24,0.13,0.09,0.46,0.87,0.87,0.0
366.94,13.15,20.56,10.4,9.24,8.72,20.94,41.5,41.5,0.0
366.97,0.05,0.07,0.03,0.03,0.03,0.07,0.15,0.15,0.0
366.98,46.59,63.87,19.84,25.09,35.66,63.31,127.18,127.18,0.0
367.04,9.58,11.52,8.8,3.72,2.16,12.73,24.26,24.26,0.0
367.06,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0
367.08,17.57,22.18,11.8,8.25,8.1,23.55,45.73,45.73,0.0
367.09,10.48,20.64,7.84,7.49,13.74,18.92,39.56,39.56,0.0
367.2,5.74,7.93,3.37,3.09,3.87,8.14,16.07,16.07,0.0
367.22,9.45,13.2,6.83,5.03,5.16,13.28,26.48,26.48,0.0
367.23,9.92,12.32,7.57,3.88,3.13,12.18,24.49,24.49,0.0
367.29,7.16,10.06,5.16,3.64,4.4,10.3,20.36,20.36,0.0
367.32,5.0,6.39,3.53,1.86,2.1,6.1,12.49,12.49,0.0
367.33,24.73,37.82,18.45,13.24,17.93,36.53,74.35,66.56,7.78
367.35,2.08,3.49,1.86,1.55,1.47,3.47,6.96,6.96,0.0
367.36,35.2,41.91,16.88,13.89,18.73,42.79,84.7,84.7,0.0
367.37,3.38,5.9,2.43,2.12,3.7,5.73,11.63,11.63,0.0
367.4,3.12,5.63,2.52,1.93,3.31,5.26,10.89,10.89,0.0
367.44,6.58,11.21,4.78,4.27,5.92,10.35,21.55,21.55,0.0
367.45,13.94,16.57,7.46,5.49,6.56,16.88,33.45,33.45,0.0
367.48,0.05,0.06,0.04,0.02,0.01,0.06,0.12,0.12,0.0
367.5,0.69,1.02,0.49,0.39,0.44,0.99,2.01,2.01,0.0
367.52,4.12,7.93,3.06,3.35,5.45,8.05,15.98,15.98,0.0
367.54,11.24,15.25,7.85,6.27,6.03,16.13,31.38,31.38,0.0
367.56,6.42,8.62,3.7,3.05,3.44,7.99,16.61,16.61,0.0
367.65,10.42,15.04,7.12,5.9,6.51,14.91,29.95,29.95,0.0
367.69,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
367.7,6.6,8.94,4.68,3.2,3.64,9.19,18.13,18.13,0.0
367.72,12.45,14.08,8.33,4.46,3.1,14.25,28.33,28.33,0.0
367.74,11.89,15.82,7.48,5.98,6.41,15.94,31.76,31.76,0.0
367.76,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02
367.77,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0
367.81,5.83,8.13,3.55,3.29,4.27,8.82,16.94,16.94,0.0
367.83,9.51,11.05,4.71,3.51,3.84,10.53,21.58,21.58,0.0
367.93,9.84,17.19,7.59,6.63,10.32,17.19,34.39,34.39,0.0
367.94,16.07,22.35,10.29,7.91,10.35,22.27,44.62,44.62,0.0
367.97,9.18,16.6,7.45,5.71,9.78,15.52,32.12,32.12,0.0
367.98,12.42,18.87,8.97,7.19,8.59,18.3,37.17,37.17,0.0
368.0,4.98,5.65,2.97,1.72,1.56,5.58,11.24,11.24,0.0
368.01,1.02,2.4,0.79,0.93,1.91,2.25,4.65,4.65,0.0
368.03,0.87,1.1,0.58,0.41,0.4,1.16,2.26,2.26,0.0
368.04,25.57,35.65,18.31,13.21,14.33,35.78,71.42,71.42,0.0
368.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0
368.08,11.9,16.9,8.62,5.4,7.04,16.07,32.97,32.97,0.0
368.11,5.45,7.12,3.8,2.77,2.36,7.27,14.39,14.39,0.0
368.12,0.49,0.56,0.29,0.17,0.15,0.55,1.11,0.0,1.11
368.15,11.33,16.94,6.73,5.97,8.88,15.96,32.9,32.9,0.0
368.24,12.06,16.7,7.88,5.36,7.48,16.08,32.78,32.78,0.0
368.25,7.5,9.83,4.55,3.71,4.26,10.19,20.02,20.02,0.0
368.28,8.6,17.15,7.2,5.92,11.06,15.63,32.78,32.78,0.0
368.29,8.31,9.98,5.3,3.17,3.61,10.4,20.38,20.38,0.0
368.35,1.35,1.9,0.91,0.73,0.8,1.89,3.78,3.78,0.0
368.43,12.48,19.07,8.91,7.6,8.15,18.08,37.15,37.15,0.0
368.5,2.48,4.99,2.35,2.13,3.4,5.38,10.36,10.36,0.0
368.52,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.01
368.53,0.0,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0
368.56,11.01,17.34,7.27,6.47,9.19,16.59,33.93,33.93,0.0
368.58,8.56,13.81,5.39,4.63,8.63,13.39,27.2,27.2,0.0
368.61,5.34,8.33,4.08,3.73,3.72,8.54,16.86,16.86,0.0
368.62,0.91,1.02,0.46,0.37,0.33,1.06,2.08,2.08,0.0
368.63,24.92,35.17,16.76,13.63,16.92,37.05,72.23,72.23,0.0
368.69,12.75,13.82,5.04,4.2,6.12,14.29,28.11,28.11,0.0
368.71,0.04,0.05,0.03,0.02,0.01,0.05,0.1,0.1,0.0
368.72,2.96,6.82,2.56,2.48,5.26,6.44,13.26,13.26,0.0
368.73,5.04,11.92,4.76,4.83,9.09,11.8,23.72,23.72,0.0
368.74,14.74,17.52,9.32,6.7,6.13,19.36,36.88,36.88,0.0
368.77,14.62,21.04,9.14,7.86,10.19,20.78,41.82,41.82,0.0
368.8,12.26,16.05,8.29,6.38,5.7,16.58,32.63,32.63,0.0
368.82,15.77,24.66,12.48,11.08,10.46,25.12,49.78,49.78,0.0
368.84,16.03,20.19,10.69,8.01,7.62,22.16,42.36,42.36,0.0
368.85,2.37,7.34,1.65,2.42,7.18,6.28,13.62,13.62,0.0
368.87,4.68,8.44,3.79,3.55,4.82,8.41,16.85,16.85,0.0
368.89,10.4,12.43,7.29,4.06,3.74,13.07,25.5,25.5,0.0
368.91,0.57,0.97,0.32,0.39,0.54,0.85,1.82,1.82,0.0
368.94,7.64,11.67,4.46,5.12,6.19,11.73,23.4,23.4,0.0
368.95,0.02,0.04,0.01,0.01,0.04,0.04,0.09,0.09,0.0
369.0,43.55,45.29,21.41,13.93,12.51,46.11,91.4,91.4,0.0
369.01,14.89,18.78,9.66,7.88,5.65,19.3,38.08,38.08,0.0
369.03,8.43,14.13,7.54,6.27,5.93,14.05,28.18,28.18,0.0
369.04,13.7,18.03,10.09,5.97,6.51,18.25,36.28,36.28,0.0
369.05,27.88,30.29,14.07,9.58,9.07,30.31,60.61,60.61,0.0
369.06,8.23,12.78,5.85,4.89,6.66,12.85,25.63,25.63,0.0
369.08,24.88,36.54,16.29,13.22,18.24,36.09,72.64,72.64,0.0
369.1,3.58,11.1,2.5,3.66,10.85,9.5,20.6,20.6,0.0
369.11,14.27,17.5,6.55,6.35,8.35,18.03,35.53,35.53,0.0
369.12,13.12,18.04,8.81,6.82,7.75,18.45,36.5,36.5,0.0
369.16,18.4,28.1,13.12,11.21,12.02,26.64,54.74,54.74,0.0
369.18,6.63,11.56,4.77,4.16,7.25,11.24,22.8,22.8,0.0
369.19,19.1,27.28,13.62,9.83,11.11,26.38,53.66,53.66,0.0
369.2,10.94,14.0,6.71,5.5,5.69,14.84,28.84,28.84,0.0
369.25,0.03,0.05,0.02,0.02,0.02,0.05,0.1,0.1,0.0
369.28,2.57,3.84,1.53,1.35,2.01,3.62,7.47,7.47,0.0
